200 0.0017086549999998368
400 0.0035954749999991265
600 0.005695471999999313
800 0.0073790609999999646
1000 0.009606609000000432
1200 0.011280620000000852
1400 0.013045919999999711
1600 0.012883791000000144
1800 0.01469966899999875
2000 0.017503243000000168
2200 0.01891283399999999
2400 0.021437853000000118
2600 0.024158724999999492
2800 0.025789567000000346
3000 0.02765333800000036
3200 0.028058014000000853
3400 0.029488973000001195
3600 0.03322304400000142
3800 0.03485654500000024
4000 0.036119660000000664
